,Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Declared_Value_USD,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag,Origin_City,Destination_City,Weight
8439,SHP008440,UK,Germany,2022-10-11,2022-11-07,2022-11-07,Road,Carrier_6,R433,30502.51,High,0.34,Document,High-risk commodity flagged for inspection,0,0,Birmingham,Cologne,238
8440,SHP008441,UAE,South Africa,2020-11-07,2020-11-23,2020-11-26,Air,Carrier_48,R708,11213.94,Medium,0.17,Document,Routine customs clearance without issue,3,1,Dubai,Pretoria,394
8441,SHP008442,Australia,UK,2024-11-22,2024-12-08,2024-12-14,Sea,Carrier_10,R962,22022.11,High,0.5,Both,Routine customs clearance without issue,6,2,Perth,London,282
8442,SHP008443,UK,Brazil,2021-07-30,2021-08-24,2021-08-30,Air,Carrier_32,R357,46859.97,Low,0.74,Both,Routine customs clearance without issue,6,2,London,Fortaleza,485
8443,SHP008444,Brazil,China,2019-08-28,2019-09-09,2019-09-09,Road,Carrier_14,R245,26998.96,High,0.89,Both,"Suspected undervaluation, needs reassessment",0,0,Salvador,Chengdu,840
8444,SHP008445,Germany,Brazil,2022-08-07,2022-08-14,2022-08-14,Rail,Carrier_26,R139,23848.01,Medium,0.26,Document,High-risk commodity flagged for inspection,0,0,Frankfurt,Sao Paulo,990
8445,SHP008446,UAE,Australia,2024-12-24,2025-01-11,2025-01-14,Rail,Carrier_29,R208,24143.77,Low,0.9,Physical,Incorrect HS code classification,3,1,Dubai,Sydney,476
8446,SHP008447,USA,Brazil,2021-01-29,2021-02-25,2021-02-27,Rail,Carrier_32,R954,20646.38,Medium,0.61,Document,High-risk commodity flagged for inspection,2,1,Houston,Brasilia,220
8447,SHP008448,Germany,USA,2021-05-28,2021-06-07,2021-06-10,Sea,Carrier_30,R445,30429.32,High,0.9,Physical,Incorrect HS code classification,3,1,Cologne,Los Angeles,629
8448,SHP008449,Japan,UK,2024-04-14,2024-05-03,2024-05-04,Road,Carrier_17,R552,25941.7,Low,0.87,Physical,Tariff dispute pending resolution,1,1,Osaka,Birmingham,485
8449,SHP008450,Australia,USA,2019-11-08,2019-11-13,2019-11-13,Air,Carrier_47,R161,2986.74,Low,0.15,Document,Incorrect HS code classification,0,0,Brisbane,New York,99
8450,SHP008451,UK,Australia,2024-06-11,2024-07-06,2024-07-09,Sea,Carrier_34,R687,49131.03,Low,0.08,Physical,High-risk commodity flagged for inspection,3,1,London,Sydney,909
8451,SHP008452,UAE,China,2019-07-05,2019-08-02,2019-08-04,Air,Carrier_26,R194,8663.97,Medium,0.89,Physical,High-risk commodity flagged for inspection,2,1,Ras Al Khaimah,Shenzhen,962
8452,SHP008453,Australia,Japan,2019-09-08,2019-10-05,2019-10-07,Rail,Carrier_43,R365,31661.61,Medium,0.35,Physical,Tariff dispute pending resolution,2,1,Perth,Yokohama,961
8453,SHP008454,UK,China,2024-04-26,2024-05-06,2024-05-06,Rail,Carrier_21,R625,45349.62,Medium,0.75,Document,"Suspected undervaluation, needs reassessment",0,0,Manchester,Beijing,737
8454,SHP008455,Brazil,India,2023-08-28,2023-09-13,2023-09-13,Sea,Carrier_31,R835,28924.36,High,0.74,Document,Tariff dispute pending resolution,0,0,Brasilia,Bangalore,15
8455,SHP008456,Japan,India,2024-01-04,2024-01-11,2024-01-11,Road,Carrier_23,R274,14546.95,High,0.57,Both,"Incomplete paperwork, requires manual review",0,0,Yokohama,Chennai,877
8456,SHP008457,China,India,2022-08-17,2022-08-28,2022-08-30,Sea,Carrier_19,R143,33913.12,High,0.61,Physical,Routine customs clearance without issue,2,1,Shenzhen,Kolkata,763
8457,SHP008458,UAE,UK,2021-07-31,2021-08-15,2021-08-15,Sea,Carrier_36,R887,24420.93,Medium,0.41,Document,Incorrect HS code classification,0,0,Dubai,London,79
8458,SHP008459,UK,Australia,2021-01-09,2021-01-20,2021-01-21,Air,Carrier_32,R717,21807.34,Low,0.02,Document,Routine customs clearance without issue,1,1,London,Perth,200
8459,SHP008460,UK,UAE,2024-07-30,2024-08-08,2024-08-12,Sea,Carrier_4,R484,23329.17,High,0.56,Document,High-risk commodity flagged for inspection,4,2,Birmingham,Abu Dhabi,575
8460,SHP008461,South Africa,USA,2021-10-16,2021-11-08,2021-11-13,Rail,Carrier_15,R700,13488.72,High,0.24,Both,"Suspected undervaluation, needs reassessment",5,2,Port Elizabeth,Phoenix,772
8461,SHP008462,South Africa,UAE,2019-03-20,2019-04-04,2019-04-09,Air,Carrier_31,R507,34457.6,Medium,0.88,Document,Routine customs clearance without issue,5,2,Port Elizabeth,Ras Al Khaimah,346
8462,SHP008463,South Africa,UK,2023-07-10,2023-08-02,2023-08-02,Sea,Carrier_19,R901,11435.31,Medium,0.85,Both,Routine customs clearance without issue,0,0,Durban,Edinburgh,570
8463,SHP008464,Japan,UK,2020-09-22,2020-10-22,2020-10-23,Road,Carrier_44,R342,25242.03,Medium,0.67,Document,Incorrect HS code classification,1,1,Osaka,Edinburgh,714
8464,SHP008465,USA,Japan,2019-04-27,2019-05-19,2019-05-19,Air,Carrier_17,R199,7648.69,Low,0.63,Both,High-risk commodity flagged for inspection,0,0,Chicago,Osaka,577
8465,SHP008466,UK,UAE,2019-07-22,2019-08-06,2019-08-09,Road,Carrier_43,R748,32554.87,Low,0.45,Document,Incorrect HS code classification,3,1,Liverpool,Dubai,503
8466,SHP008467,Japan,China,2024-03-20,2024-04-17,2024-04-18,Sea,Carrier_28,R228,41258.35,Medium,0.17,Physical,Incorrect HS code classification,1,1,Osaka,Guangzhou,902
8467,SHP008468,China,UK,2024-05-06,2024-05-27,2024-05-27,Road,Carrier_42,R628,20455.66,Low,0.15,Document,Incorrect HS code classification,0,0,Shenzhen,Birmingham,460
8468,SHP008469,UK,South Africa,2020-10-23,2020-11-09,2020-11-09,Rail,Carrier_6,R713,49030.09,Low,0.89,Document,"Incomplete paperwork, requires manual review",0,0,Birmingham,Pretoria,421
8469,SHP008470,South Africa,Germany,2021-07-02,2021-07-17,2021-07-17,Sea,Carrier_20,R270,8735.71,Low,0.09,Both,"Suspected undervaluation, needs reassessment",0,0,Johannesburg,Berlin,174
8470,SHP008471,South Africa,UK,2024-08-27,2024-09-07,2024-09-07,Road,Carrier_8,R169,17922.92,High,0.43,Physical,Tariff dispute pending resolution,0,0,Durban,London,201
8471,SHP008472,Japan,UAE,2021-08-28,2021-09-18,2021-09-22,Road,Carrier_25,R652,21986.35,High,0.34,Both,High-risk commodity flagged for inspection,4,2,Nagoya,Sharjah,930
8472,SHP008473,Japan,UK,2023-10-11,2023-11-05,2023-11-08,Road,Carrier_48,R931,47635.01,High,0.12,Physical,High-risk commodity flagged for inspection,3,1,Tokyo,Edinburgh,389
8473,SHP008474,UK,Australia,2019-10-14,2019-10-26,2019-11-01,Sea,Carrier_18,R348,26517.23,Medium,0.6,Both,Routine customs clearance without issue,6,2,London,Melbourne,771
8474,SHP008475,Germany,South Africa,2023-10-27,2023-11-17,2023-11-20,Road,Carrier_43,R776,33545.36,Low,0.2,Document,"Suspected undervaluation, needs reassessment",3,1,Berlin,Durban,517
8475,SHP008476,China,Brazil,2020-08-28,2020-09-25,2020-09-28,Air,Carrier_40,R992,2866.88,Medium,0.22,Document,Tariff dispute pending resolution,3,1,Shenzhen,Salvador,681
8476,SHP008477,UK,USA,2022-08-11,2022-08-21,2022-08-26,Air,Carrier_41,R467,32620.95,High,0.42,Document,High-risk commodity flagged for inspection,5,2,Liverpool,New York,910
8477,SHP008478,China,USA,2021-02-11,2021-03-05,2021-03-10,Road,Carrier_44,R362,45928.04,Medium,0.49,Both,Random inspection selected,5,2,Beijing,Phoenix,398
8478,SHP008479,India,UK,2020-11-23,2020-12-20,2020-12-20,Road,Carrier_27,R493,49894.58,Medium,0.37,Physical,Routine customs clearance without issue,0,0,Mumbai,Birmingham,169
8479,SHP008480,China,Germany,2020-01-03,2020-01-21,2020-01-21,Rail,Carrier_13,R645,12738.46,High,0.55,Document,Routine customs clearance without issue,0,0,Guangzhou,Cologne,377
8480,SHP008481,South Africa,Germany,2019-08-13,2019-08-20,2019-08-20,Air,Carrier_45,R912,26338.54,High,0.62,Both,"Incomplete paperwork, requires manual review",0,0,Port Elizabeth,Munich,954
8481,SHP008482,India,China,2021-03-28,2021-04-22,2021-04-23,Road,Carrier_40,R153,35005.2,Low,0.31,Both,Tariff dispute pending resolution,1,1,Kolkata,Guangzhou,297
8482,SHP008483,India,Australia,2024-04-21,2024-04-30,2024-05-03,Air,Carrier_14,R754,41487.05,Low,0.85,Physical,High-risk commodity flagged for inspection,3,1,Delhi,Brisbane,648
8483,SHP008484,UK,South Africa,2021-09-27,2021-10-07,2021-10-11,Sea,Carrier_25,R527,19950.96,Low,0.52,Physical,"Suspected undervaluation, needs reassessment",4,2,London,Port Elizabeth,828
8484,SHP008485,South Africa,USA,2022-06-11,2022-07-04,2022-07-06,Air,Carrier_47,R255,36638.02,Medium,0.16,Both,Random inspection selected,2,1,Johannesburg,Houston,799
8485,SHP008486,Brazil,Japan,2022-10-05,2022-10-30,2022-10-30,Rail,Carrier_38,R343,25203.72,Low,0.93,Physical,"Suspected undervaluation, needs reassessment",0,0,Sao Paulo,Tokyo,601
8486,SHP008487,Germany,USA,2023-11-22,2023-12-11,2023-12-11,Rail,Carrier_39,R533,14686.49,Low,0.88,Physical,Routine customs clearance without issue,0,0,Hamburg,Chicago,129
8487,SHP008488,Brazil,Japan,2022-05-11,2022-05-25,2022-05-25,Sea,Carrier_4,R414,6758.32,Medium,0.9,Physical,Tariff dispute pending resolution,0,0,Sao Paulo,Osaka,555
8488,SHP008489,UK,UAE,2019-10-12,2019-11-09,2019-11-09,Road,Carrier_17,R815,45735.32,Low,0.46,Document,Incorrect HS code classification,0,0,Birmingham,Ajman,435
8489,SHP008490,Germany,China,2019-09-16,2019-09-27,2019-09-27,Sea,Carrier_4,R441,8156.76,High,0.37,Both,Random inspection selected,0,0,Munich,Shanghai,518
8490,SHP008491,Germany,India,2024-11-24,2024-12-24,2024-12-29,Road,Carrier_50,R872,49447.06,High,0.94,Both,Random inspection selected,5,2,Cologne,Delhi,976
8491,SHP008492,UAE,Japan,2024-10-27,2024-11-13,2024-11-13,Air,Carrier_49,R195,40286.85,Low,0.66,Both,Tariff dispute pending resolution,0,0,Ajman,Nagoya,938
8492,SHP008493,Japan,South Africa,2019-01-28,2019-02-24,2019-02-27,Air,Carrier_10,R400,34467.4,Low,0.91,Physical,"Incomplete paperwork, requires manual review",3,1,Yokohama,Pretoria,165
8493,SHP008494,Japan,South Africa,2023-10-16,2023-10-24,2023-10-26,Sea,Carrier_8,R475,22913.45,Medium,0.36,Physical,High-risk commodity flagged for inspection,2,1,Osaka,Durban,985
8494,SHP008495,Germany,India,2023-01-10,2023-01-16,2023-01-16,Air,Carrier_16,R585,2712.5,Medium,0.87,Both,Routine customs clearance without issue,0,0,Frankfurt,Kolkata,646
8495,SHP008496,UAE,Brazil,2023-11-18,2023-12-08,2023-12-08,Air,Carrier_48,R630,22977.99,Low,0.36,Physical,"Incomplete paperwork, requires manual review",0,0,Abu Dhabi,Fortaleza,628
8496,SHP008497,UK,UAE,2021-07-30,2021-08-06,2021-08-06,Rail,Carrier_44,R577,32493.05,Medium,0.08,Both,Random inspection selected,0,0,Manchester,Abu Dhabi,537
8497,SHP008498,USA,Japan,2020-04-29,2020-05-16,2020-05-21,Rail,Carrier_3,R869,25756.41,High,0.43,Both,Random inspection selected,5,2,Houston,Tokyo,175
8498,SHP008499,Japan,Germany,2022-03-16,2022-03-31,2022-03-31,Rail,Carrier_23,R507,9942.43,High,0.77,Physical,Tariff dispute pending resolution,0,0,Yokohama,Berlin,217
8499,SHP008500,UAE,Australia,2021-03-31,2021-04-13,2021-04-13,Road,Carrier_41,R334,24766.89,Medium,0.89,Both,Incorrect HS code classification,0,0,Ajman,Melbourne,915
8500,SHP008501,China,India,2019-03-23,2019-03-31,2019-03-31,Sea,Carrier_37,R310,35484.48,High,0.56,Both,"Incomplete paperwork, requires manual review",0,0,Shenzhen,Delhi,110
8501,SHP008502,Brazil,South Africa,2021-02-21,2021-03-04,2021-03-07,Air,Carrier_45,R228,15379.05,Low,0.75,Both,Incorrect HS code classification,3,1,Fortaleza,Durban,710
8502,SHP008503,Japan,Germany,2022-02-24,2022-03-04,2022-03-04,Sea,Carrier_16,R911,18934.35,High,0.61,Document,"Incomplete paperwork, requires manual review",0,0,Osaka,Frankfurt,130
8503,SHP008504,India,Japan,2022-10-12,2022-10-23,2022-10-23,Sea,Carrier_44,R916,4114.73,Low,0.63,Both,"Incomplete paperwork, requires manual review",0,0,Chennai,Nagoya,497
8504,SHP008505,China,South Africa,2023-12-11,2023-12-23,2023-12-29,Rail,Carrier_43,R775,41480.86,Medium,0.19,Document,"Suspected undervaluation, needs reassessment",6,2,Shanghai,Port Elizabeth,444
8505,SHP008506,UK,USA,2020-12-08,2020-12-13,2020-12-14,Air,Carrier_26,R716,7075.91,Low,0.23,Both,"Incomplete paperwork, requires manual review",1,1,Birmingham,Chicago,768
8506,SHP008507,USA,India,2021-01-31,2021-02-25,2021-02-26,Sea,Carrier_9,R634,46060.76,High,0.41,Document,Random inspection selected,1,1,Phoenix,Bangalore,938
8507,SHP008508,China,USA,2020-03-12,2020-03-29,2020-03-29,Rail,Carrier_9,R626,17464.46,High,0.36,Physical,"Suspected undervaluation, needs reassessment",0,0,Beijing,Phoenix,755
8508,SHP008509,China,Australia,2020-01-18,2020-02-17,2020-02-21,Road,Carrier_21,R462,30532.35,High,0.09,Physical,"Suspected undervaluation, needs reassessment",4,2,Guangzhou,Adelaide,827
8509,SHP008510,China,Australia,2022-08-31,2022-09-21,2022-09-24,Road,Carrier_2,R788,38130.69,High,0.64,Both,High-risk commodity flagged for inspection,3,1,Beijing,Brisbane,386
8510,SHP008511,China,India,2024-03-11,2024-03-21,2024-03-22,Rail,Carrier_35,R101,3833.29,Low,0.37,Document,Routine customs clearance without issue,1,1,Shanghai,Kolkata,942
8511,SHP008512,Australia,Brazil,2023-08-09,2023-08-20,2023-08-20,Sea,Carrier_47,R642,48458.92,Medium,0.22,Physical,Routine customs clearance without issue,0,0,Sydney,Rio de Janeiro,918
8512,SHP008513,Brazil,Germany,2022-02-09,2022-02-17,2022-02-17,Air,Carrier_17,R735,41072.81,High,0.29,Document,Incorrect HS code classification,0,0,Fortaleza,Frankfurt,380
8513,SHP008514,Japan,USA,2020-10-01,2020-10-08,2020-10-11,Rail,Carrier_47,R601,10344.0,Medium,0.67,Physical,High-risk commodity flagged for inspection,3,1,Tokyo,New York,871
8514,SHP008515,South Africa,UAE,2023-01-16,2023-02-04,2023-02-04,Air,Carrier_28,R344,31347.59,Medium,0.77,Physical,High-risk commodity flagged for inspection,0,0,Port Elizabeth,Sharjah,369
8515,SHP008516,Brazil,UAE,2023-04-24,2023-05-16,2023-05-16,Rail,Carrier_32,R490,10171.21,Medium,0.63,Physical,Tariff dispute pending resolution,0,0,Rio de Janeiro,Dubai,179
8516,SHP008517,Australia,UK,2022-10-12,2022-10-25,2022-10-26,Sea,Carrier_41,R305,21663.95,High,0.51,Physical,Incorrect HS code classification,1,1,Sydney,Manchester,396
8517,SHP008518,India,Germany,2021-04-01,2021-04-06,2021-04-09,Road,Carrier_13,R188,31187.28,Low,0.42,Document,Random inspection selected,3,1,Bangalore,Munich,379
8518,SHP008519,China,India,2020-04-22,2020-05-12,2020-05-15,Air,Carrier_9,R433,33768.08,Low,0.18,Both,Tariff dispute pending resolution,3,1,Shanghai,Mumbai,737
8519,SHP008520,Brazil,USA,2022-01-27,2022-02-23,2022-02-23,Sea,Carrier_25,R387,34892.29,High,0.8,Physical,"Suspected undervaluation, needs reassessment",0,0,Brasilia,Houston,467
8520,SHP008521,UK,Australia,2021-12-31,2022-01-12,2022-01-13,Road,Carrier_41,R701,48247.87,Low,0.97,Both,Routine customs clearance without issue,1,1,Manchester,Brisbane,822
8521,SHP008522,Germany,USA,2022-05-05,2022-05-25,2022-05-29,Sea,Carrier_6,R378,12921.94,Low,0.67,Physical,Incorrect HS code classification,4,2,Munich,Chicago,981
8522,SHP008523,China,South Africa,2022-05-03,2022-05-25,2022-05-28,Air,Carrier_21,R478,10053.86,Medium,0.98,Document,"Incomplete paperwork, requires manual review",3,1,Shenzhen,Durban,175
8523,SHP008524,USA,Australia,2020-03-04,2020-03-21,2020-03-22,Road,Carrier_8,R327,15889.29,Medium,0.25,Physical,Routine customs clearance without issue,1,1,Phoenix,Perth,55
8524,SHP008525,Japan,Australia,2024-02-12,2024-03-12,2024-03-14,Air,Carrier_5,R246,12854.42,Low,0.45,Physical,Routine customs clearance without issue,2,1,Kyoto,Brisbane,331
8525,SHP008526,Australia,South Africa,2019-04-22,2019-05-08,2019-05-15,Air,Carrier_7,R446,6972.99,High,0.33,Physical,High-risk commodity flagged for inspection,7,2,Melbourne,Johannesburg,237
8526,SHP008527,Australia,India,2022-07-09,2022-07-20,2022-07-22,Road,Carrier_41,R544,22377.91,High,0.91,Document,Random inspection selected,2,1,Perth,Delhi,658
8527,SHP008528,South Africa,USA,2024-01-01,2024-01-12,2024-01-15,Road,Carrier_44,R521,23443.07,Low,0.62,Physical,High-risk commodity flagged for inspection,3,1,Cape Town,New York,363
8528,SHP008529,UAE,China,2021-04-02,2021-04-10,2021-04-10,Road,Carrier_49,R407,25047.78,Low,0.97,Both,"Incomplete paperwork, requires manual review",0,0,Ajman,Guangzhou,438
8529,SHP008530,India,China,2019-02-08,2019-03-09,2019-03-09,Sea,Carrier_24,R311,12255.08,High,0.37,Both,"Suspected undervaluation, needs reassessment",0,0,Chennai,Shanghai,676
8530,SHP008531,UK,India,2024-05-16,2024-05-25,2024-05-25,Air,Carrier_50,R657,14662.8,High,0.29,Both,High-risk commodity flagged for inspection,0,0,Liverpool,Delhi,319
8531,SHP008532,UAE,Brazil,2023-09-18,2023-09-25,2023-09-25,Air,Carrier_11,R124,35620.64,High,0.17,Document,"Incomplete paperwork, requires manual review",0,0,Ajman,Brasilia,288
8532,SHP008533,UAE,Japan,2024-03-24,2024-04-10,2024-04-13,Air,Carrier_33,R320,45830.85,Medium,0.93,Physical,"Suspected undervaluation, needs reassessment",3,1,Abu Dhabi,Nagoya,425
8533,SHP008534,UAE,UK,2021-08-23,2021-09-20,2021-09-20,Rail,Carrier_13,R899,6749.02,High,0.8,Document,"Incomplete paperwork, requires manual review",0,0,Dubai,Birmingham,315
8534,SHP008535,India,Australia,2019-09-30,2019-10-16,2019-10-19,Sea,Carrier_1,R670,28834.38,High,0.54,Both,Routine customs clearance without issue,3,1,Mumbai,Sydney,899
8535,SHP008536,South Africa,UK,2020-04-08,2020-04-23,2020-04-24,Road,Carrier_24,R915,29056.81,Medium,0.66,Both,"Suspected undervaluation, needs reassessment",1,1,Port Elizabeth,London,846
8536,SHP008537,Australia,USA,2019-09-02,2019-09-21,2019-09-21,Rail,Carrier_27,R598,34983.69,High,0.88,Document,Incorrect HS code classification,0,0,Brisbane,Phoenix,448
8537,SHP008538,Brazil,USA,2024-07-17,2024-08-01,2024-08-02,Road,Carrier_44,R746,28529.15,Medium,0.36,Document,Incorrect HS code classification,1,1,Salvador,Chicago,990
8538,SHP008539,UK,USA,2020-06-30,2020-07-19,2020-07-22,Rail,Carrier_25,R979,33238.77,Medium,0.3,Document,"Incomplete paperwork, requires manual review",3,1,Liverpool,Los Angeles,991
8539,SHP008540,South Africa,India,2019-09-07,2019-09-30,2019-09-30,Sea,Carrier_14,R410,19244.74,Medium,0.0,Document,High-risk commodity flagged for inspection,0,0,Pretoria,Kolkata,751
8540,SHP008541,India,Germany,2020-04-23,2020-05-14,2020-05-14,Road,Carrier_8,R639,42155.83,Low,0.1,Physical,Routine customs clearance without issue,0,0,Delhi,Cologne,43
8541,SHP008542,China,India,2019-01-08,2019-01-31,2019-01-31,Rail,Carrier_44,R789,11054.9,High,0.23,Physical,Incorrect HS code classification,0,0,Guangzhou,Delhi,212
8542,SHP008543,Australia,Japan,2024-01-23,2024-02-13,2024-02-13,Sea,Carrier_50,R853,28431.27,Low,0.95,Physical,Random inspection selected,0,0,Perth,Yokohama,264
8543,SHP008544,South Africa,Brazil,2024-05-20,2024-06-07,2024-06-08,Rail,Carrier_46,R294,20792.0,Medium,0.1,Both,Routine customs clearance without issue,1,1,Durban,Fortaleza,8
8544,SHP008545,Australia,China,2024-07-11,2024-07-25,2024-07-30,Air,Carrier_45,R827,26426.49,High,0.13,Physical,High-risk commodity flagged for inspection,5,2,Perth,Shanghai,102
8545,SHP008546,Australia,Germany,2019-09-13,2019-09-23,2019-09-23,Air,Carrier_38,R264,12181.6,Medium,0.68,Physical,High-risk commodity flagged for inspection,0,0,Perth,Frankfurt,646
8546,SHP008547,India,China,2023-07-08,2023-07-13,2023-07-15,Sea,Carrier_38,R912,21693.76,High,0.13,Both,Random inspection selected,2,1,Mumbai,Shanghai,840
8547,SHP008548,South Africa,China,2022-08-06,2022-08-27,2022-08-27,Rail,Carrier_46,R802,45527.81,Medium,0.35,Physical,Incorrect HS code classification,0,0,Port Elizabeth,Shenzhen,746
8548,SHP008549,Germany,Australia,2023-08-09,2023-08-24,2023-08-28,Sea,Carrier_26,R135,17166.69,Low,0.84,Physical,Incorrect HS code classification,4,2,Frankfurt,Adelaide,561
8549,SHP008550,China,UAE,2022-09-11,2022-10-08,2022-10-08,Air,Carrier_35,R284,17961.0,Low,0.79,Both,Tariff dispute pending resolution,0,0,Guangzhou,Ras Al Khaimah,206
8550,SHP008551,India,Brazil,2023-07-18,2023-08-16,2023-08-19,Road,Carrier_32,R115,38909.67,High,0.06,Both,High-risk commodity flagged for inspection,3,1,Bangalore,Brasilia,68
8551,SHP008552,Australia,South Africa,2021-11-16,2021-12-05,2021-12-05,Air,Carrier_22,R109,17943.19,High,0.31,Physical,High-risk commodity flagged for inspection,0,0,Melbourne,Pretoria,754
8552,SHP008553,UK,India,2022-08-11,2022-09-03,2022-09-06,Sea,Carrier_30,R284,45495.38,High,0.23,Both,"Suspected undervaluation, needs reassessment",3,1,Birmingham,Chennai,810
8553,SHP008554,UAE,India,2023-08-15,2023-08-24,2023-08-24,Road,Carrier_25,R256,25940.39,Low,0.64,Document,Random inspection selected,0,0,Dubai,Bangalore,89
8554,SHP008555,UAE,Brazil,2023-03-16,2023-04-15,2023-04-16,Sea,Carrier_10,R614,9097.08,High,0.77,Physical,"Suspected undervaluation, needs reassessment",1,1,Sharjah,Rio de Janeiro,848
8555,SHP008556,India,China,2019-12-04,2019-12-27,2019-12-27,Air,Carrier_13,R842,32556.13,High,0.5,Both,"Incomplete paperwork, requires manual review",0,0,Delhi,Beijing,494
8556,SHP008557,Australia,India,2023-02-05,2023-02-25,2023-03-01,Air,Carrier_25,R448,47896.07,Medium,0.93,Both,"Suspected undervaluation, needs reassessment",4,2,Adelaide,Bangalore,279
8557,SHP008558,USA,Japan,2021-05-05,2021-05-28,2021-05-28,Road,Carrier_14,R904,26248.48,Medium,0.54,Both,"Incomplete paperwork, requires manual review",0,0,Houston,Kyoto,615
8558,SHP008559,China,UAE,2022-11-09,2022-12-06,2022-12-07,Rail,Carrier_5,R444,9358.12,High,0.32,Both,"Incomplete paperwork, requires manual review",1,1,Shanghai,Abu Dhabi,618
8559,SHP008560,Brazil,India,2024-08-26,2024-09-25,2024-09-25,Air,Carrier_19,R310,7595.65,High,0.42,Physical,"Incomplete paperwork, requires manual review",0,0,Salvador,Chennai,933
8560,SHP008561,UK,UAE,2020-10-05,2020-10-15,2020-10-16,Rail,Carrier_32,R187,7935.01,Low,0.83,Both,Tariff dispute pending resolution,1,1,Birmingham,Ajman,243
8561,SHP008562,Brazil,Germany,2020-06-02,2020-07-02,2020-07-07,Sea,Carrier_4,R450,45105.61,Medium,0.1,Document,Random inspection selected,5,2,Salvador,Hamburg,471
8562,SHP008563,Brazil,Japan,2020-04-29,2020-05-07,2020-05-07,Air,Carrier_49,R444,24565.54,High,0.05,Document,"Incomplete paperwork, requires manual review",0,0,Rio de Janeiro,Yokohama,656
8563,SHP008564,UAE,Japan,2019-05-02,2019-05-28,2019-06-01,Air,Carrier_10,R594,1399.58,Medium,0.72,Both,Random inspection selected,4,2,Sharjah,Yokohama,18
8564,SHP008565,USA,Brazil,2023-02-04,2023-03-04,2023-03-07,Air,Carrier_37,R274,17713.71,Low,0.93,Physical,Routine customs clearance without issue,3,1,New York,Sao Paulo,70
8565,SHP008566,Brazil,China,2019-04-24,2019-05-13,2019-05-15,Air,Carrier_44,R877,9664.63,Medium,0.77,Both,"Suspected undervaluation, needs reassessment",2,1,Brasilia,Shanghai,83
8566,SHP008567,Japan,Brazil,2020-12-13,2021-01-02,2021-01-04,Sea,Carrier_12,R122,28598.69,Medium,0.87,Both,Tariff dispute pending resolution,2,1,Kyoto,Sao Paulo,630
8567,SHP008568,Germany,China,2022-04-07,2022-05-06,2022-05-08,Air,Carrier_47,R331,21957.98,Medium,0.03,Document,Incorrect HS code classification,2,1,Munich,Beijing,784
8568,SHP008569,Japan,USA,2024-01-20,2024-02-04,2024-02-04,Air,Carrier_9,R860,24683.6,Medium,0.88,Physical,Routine customs clearance without issue,0,0,Nagoya,Houston,607
8569,SHP008570,Australia,USA,2024-02-18,2024-02-26,2024-02-26,Air,Carrier_15,R679,46143.44,Low,0.77,Document,Random inspection selected,0,0,Adelaide,Chicago,729
8570,SHP008571,Germany,India,2020-01-06,2020-01-22,2020-01-25,Rail,Carrier_20,R728,17181.91,Medium,0.84,Physical,Incorrect HS code classification,3,1,Hamburg,Chennai,887
8571,SHP008572,India,Brazil,2021-01-28,2021-02-27,2021-03-03,Rail,Carrier_5,R394,35108.76,Medium,0.27,Document,"Incomplete paperwork, requires manual review",4,2,Kolkata,Sao Paulo,6
8572,SHP008573,South Africa,Germany,2022-05-18,2022-06-03,2022-06-05,Sea,Carrier_10,R676,22341.09,Low,0.97,Both,Random inspection selected,2,1,Port Elizabeth,Munich,699
8573,SHP008574,USA,UAE,2021-05-06,2021-05-23,2021-05-30,Air,Carrier_29,R379,45155.06,Low,0.33,Both,Tariff dispute pending resolution,7,2,Chicago,Sharjah,783
8574,SHP008575,Germany,UK,2019-04-15,2019-04-24,2019-05-03,Air,Carrier_44,R781,10801.38,High,0.99,Both,Tariff dispute pending resolution,9,2,Cologne,Manchester,713
8575,SHP008576,Brazil,South Africa,2023-08-15,2023-08-30,2023-09-01,Air,Carrier_34,R508,2231.24,Low,0.7,Physical,Random inspection selected,2,1,Rio de Janeiro,Pretoria,142
8576,SHP008577,UAE,UK,2020-01-07,2020-01-14,2020-01-17,Road,Carrier_15,R369,21350.44,Low,0.54,Document,Incorrect HS code classification,3,1,Dubai,Birmingham,312
8577,SHP008578,Australia,UAE,2022-02-25,2022-03-11,2022-03-13,Road,Carrier_28,R952,18332.66,High,0.31,Physical,Incorrect HS code classification,2,1,Brisbane,Ras Al Khaimah,106
8578,SHP008579,Japan,UK,2020-10-10,2020-11-03,2020-11-03,Sea,Carrier_29,R193,4509.38,Low,0.19,Document,"Suspected undervaluation, needs reassessment",0,0,Nagoya,Edinburgh,52
8579,SHP008580,China,USA,2020-03-19,2020-04-08,2020-04-08,Rail,Carrier_42,R659,32704.88,Medium,0.38,Document,"Suspected undervaluation, needs reassessment",0,0,Shenzhen,Los Angeles,690
8580,SHP008581,UK,Japan,2024-11-08,2024-12-04,2024-12-06,Road,Carrier_39,R245,22490.79,Medium,0.86,Document,"Incomplete paperwork, requires manual review",2,1,Liverpool,Kyoto,412
